date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:59:03	64873/64873	---M--	200	added ('OK')	application/javascript	etag:%2222721c-fd69-59526e58be600%22	https://codelayers.net/templates/biksy/js/revolution-slider/js/jquery.themepunch.revolution.min.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/revolution-slider/js/jquery.themepunch.revolution.min.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:03	8281/8281	---M--	200	added ('OK')	application/javascript	etag:%22227206-2059-5927408f9bf00%22	https://codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.actions.min.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.actions.min.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:03	7601/7601	---M--	200	added ('OK')	application/javascript	etag:%22227207-1db1-5927408f9bf00%22	https://codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.carousel.min.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.carousel.min.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:04	3748/3748	---M--	200	added ('OK')	application/javascript	etag:%22227208-ea4-5927408f9bf00%22	https://codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.kenburn.min.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.kenburn.min.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:04	55994/55994	---M--	200	added ('OK')	application/javascript	etag:%22227209-daba-5927408f9bf00%22	https://codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.layeranimation.min.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.layeranimation.min.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:04	26095/26095	---M--	200	added ('OK')	application/javascript	etag:%2222720a-65ef-5927408f9bf00%22	https://codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.migration.min.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.migration.min.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:04	26095/26095	---M--	200	added ('OK')	application/javascript	etag:%2222720b-65ef-5927408f9bf00%22	https://codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.navigation.min.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.navigation.min.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:04	10925/10925	---M--	200	added ('OK')	application/javascript	etag:%2222720c-2aad-5927408f9bf00%22	https://codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.parallax.min.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.parallax.min.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:05	29395/29395	---M--	200	added ('OK')	application/javascript	etag:%2222720d-72d3-5927408f9bf00%22	https://codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.slideanims.min.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.slideanims.min.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:05	24205/24205	---M--	200	added ('OK')	application/javascript	etag:%2222720e-5e8d-5927408f9bf00%22	https://codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.video.min.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/revolution-slider/js/extensions/revolution.extension.video.min.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:05	8173/8173	---M--	200	added ('OK')	application/javascript	etag:%22227196-1fed-5927408db3a80%22	https://codelayers.net/templates/biksy/js/parallax/parallax-background.min.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/parallax/parallax-background.min.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:05	1380/1380	---M--	200	added ('OK')	application/javascript	etag:%22227282-564-5927408f9bf00%22	https://codelayers.net/templates/biksy/js/tabs/js/responsive-tabs.min.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/tabs/js/responsive-tabs.min.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:06	1148/1148	---M--	200	added ('OK')	application/javascript	etag:%2222711d-47c-5927408db3a80%22	https://codelayers.net/templates/biksy/js/cubeportfolio/main-mosaic3-cols3.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/cubeportfolio/main-mosaic3-cols3.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:06	77749/77749	---M--	200	added ('OK')	application/javascript	etag:%22227119-12fb5-5927408db3a80%22	https://codelayers.net/templates/biksy/js/cubeportfolio/jquery.cubeportfolio.min.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/cubeportfolio/jquery.cubeportfolio.min.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:06	52938/52938	---M--	200	added ('OK')	application/javascript	etag:%2222718a-ceca-5927408db3a80%22	https://codelayers.net/templates/biksy/js/owl-carousel/owl.carousel.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/owl-carousel/owl.carousel.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:06	6704/6704	---M--	200	added ('OK')	application/javascript	etag:%22227183-1a30-5927408db3a80%22	https://codelayers.net/templates/biksy/js/owl-carousel/custom.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/owl-carousel/custom.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:06	3489/3489	---M--	200	added ('OK')	application/javascript	etag:%222270b4-da1-5927408db3a80%22	https://codelayers.net/templates/biksy/js/accordion/js/smk-accordion.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/accordion/js/smk-accordion.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:07	916/916	---M--	200	added ('OK')	application/javascript	etag:%222270b2-394-5927408db3a80%22	https://codelayers.net/templates/biksy/js/accordion/js/custom.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/accordion/js/custom.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:07	1014/1014	---M--	200	added ('OK')	application/javascript	etag:%222271ac-3f6-59526bfa34f00%22	https://codelayers.net/templates/biksy/js/progress-circle/custom.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/progress-circle/custom.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:07	4434/4434	---M--	200	added ('OK')	application/javascript	etag:%222271ad-1152-5927408db3a80%22	https://codelayers.net/templates/biksy/js/progress-circle/jQuery.circleProgressBar.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/progress-circle/jQuery.circleProgressBar.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:08	365/365	---M--	200	added ('OK')	application/javascript	etag:%22227146-16d-5927408db3a80%22	https://codelayers.net/templates/biksy/js/functions/functions.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/functions/functions.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:08	92651/92651	---M--	200	added ('OK')	application/javascript	etag:%222271ae-169eb-5927408db3a80%22	https://codelayers.net/templates/biksy/js/progress-circle/raphael-min.js	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/progress-circle/raphael-min.js	(from https://codelayers.net/templates/biksy/index.html)
21:59:08	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:59:09%20GMT	https://codelayers.net/templates/biksy/js/fonts/glyphicons-halflings-regular.eot	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/fonts/glyphicons-halflings-regular.eot	(from https://codelayers.net/templates/biksy/js/bootstrap/bootstrap.min.css)
21:59:08	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:59:09%20GMT	https://codelayers.net/templates/biksy/js/fonts/glyphicons-halflings-regular.eot?	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/fonts/glyphicons-halflings-regulard41d.eot	(from https://codelayers.net/templates/biksy/js/bootstrap/bootstrap.min.css)
21:59:08	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:59:09%20GMT	https://codelayers.net/templates/biksy/js/fonts/glyphicons-halflings-regular.woff2	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/fonts/glyphicons-halflings-regular.woff2	(from https://codelayers.net/templates/biksy/js/bootstrap/bootstrap.min.css)
21:59:09	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:59:09%20GMT	https://codelayers.net/templates/biksy/js/fonts/glyphicons-halflings-regular.woff	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/fonts/glyphicons-halflings-regular.woff	(from https://codelayers.net/templates/biksy/js/bootstrap/bootstrap.min.css)
21:59:09	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:59:10%20GMT	https://codelayers.net/templates/biksy/js/fonts/glyphicons-halflings-regular.ttf	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/fonts/glyphicons-halflings-regular.ttf	(from https://codelayers.net/templates/biksy/js/bootstrap/bootstrap.min.css)
21:59:09	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:59:10%20GMT	https://codelayers.net/templates/biksy/js/fonts/glyphicons-halflings-regular.svg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/js/fonts/glyphicons-halflings-regular.svg	(from https://codelayers.net/templates/biksy/js/bootstrap/bootstrap.min.css)
21:59:10	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:59:10%20GMT	https://codelayers.net/templates/biksy/images/footer-bg/bd-1.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/footer-bg/bd-1.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:10	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:59:11%20GMT	https://codelayers.net/templates/biksy/images/footer-bg/by2-1.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/footer-bg/by2-1.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:10	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:59:11%20GMT	https://codelayers.net/templates/biksy/images/footer-bg/ch-1.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/footer-bg/ch-1.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:10	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:59:11%20GMT	https://codelayers.net/templates/biksy/images/site-img46.png	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/site-img46.png	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:11	1706/1706	---M--	200	added ('OK')	image/jpeg	etag:%22226e9c-6aa-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren1.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren1.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:11	21038/21038	---M--	200	added ('OK')	image/jpeg	etag:%22226ea7-522e-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren2.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren2.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:11	27191/27191	---M--	200	added ('OK')	image/jpeg	etag:%22226eb2-6a37-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren3.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren3.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:12	135/135	---M--	200	added ('OK')	image/png	etag:%22226eb7-87-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren4.png	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren4.png	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:12	49058/49058	---M--	200	added ('OK')	image/jpeg	etag:%22226eb6-bfa2-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren4.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren4.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:12	22826/22826	---M--	200	added ('OK')	image/jpeg	etag:%22226eb8-592a-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren6.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren6.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:13	15457/15457	---M--	200	added ('OK')	image/jpeg	etag:%22226eb9-3c61-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren7.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren7.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:13	6847/6847	---M--	200	added ('OK')	image/png	etag:%22226ebb-1abf-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren9.png	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren9.png	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:13	34507/34507	---M--	200	added ('OK')	image/jpeg	etag:%22226eba-86cb-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren8.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren8.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:13	14175/14175	---M--	200	added ('OK')	image/jpeg	etag:%22226e9e-375f-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren11.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren11.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:13	18868/18868	---M--	200	added ('OK')	image/jpeg	etag:%22226e9d-49b4-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren10.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren10.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:14	4722/4722	---M--	200	added ('OK')	image/jpeg	etag:%22226e9f-1272-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren12.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren12.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:14	3053/3053	---M--	200	added ('OK')	image/jpeg	etag:%22226ea1-bed-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren14.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren14.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:14	12342/12342	---M--	200	added ('OK')	image/jpeg	etag:%22226ea2-3036-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren15.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren15.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:14	31885/31885	---M--	200	added ('OK')	image/jpeg	etag:%22226ea0-7c8d-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren13.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren13.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:15	16222/16222	---M--	200	added ('OK')	image/jpeg	etag:%22226ea3-3f5e-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren16.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren16.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:15	6838/6838	---M--	200	added ('OK')	image/jpeg	etag:%22226ea5-1ab6-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren18.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren18.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:15	41329/41329	---M--	200	added ('OK')	image/jpeg	etag:%22226ea4-a171-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren17.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren17.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:15	1157/1157	---M--	200	added ('OK')	image/jpeg	etag:%22226ea6-485-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren19.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren19.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:15	1310/1310	---M--	200	added ('OK')	image/jpeg	etag:%22226ea8-51e-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren20.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren20.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:16	1126/1126	---M--	200	added ('OK')	image/jpeg	etag:%22226ea9-466-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren21.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren21.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:16	5688/5688	---M--	200	added ('OK')	image/jpeg	etag:%22226eaa-1638-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren22.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren22.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:16	35186/35186	---M--	200	added ('OK')	image/jpeg	etag:%22226eab-8972-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren23.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren23.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:16	22523/22523	---M--	200	added ('OK')	image/jpeg	etag:%22226eac-57fb-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren24.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren24.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:17	1334/1334	---M--	200	added ('OK')	image/jpeg	etag:%22226ead-536-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren25.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren25.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:17	15395/15395	---M--	200	added ('OK')	image/jpeg	etag:%22226eae-3c23-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren26.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren26.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:17	6597/6597	---M--	200	added ('OK')	image/jpeg	etag:%22226eaf-19c5-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren27.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren27.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:18	1685/1685	---M--	200	added ('OK')	image/jpeg	etag:%22226eb1-695-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren29.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren29.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:18	38147/38147	---M--	200	added ('OK')	image/jpeg	etag:%22226eb0-9503-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren28.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren28.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:18	19254/19254	---M--	200	added ('OK')	image/png	etag:%22226eb3-4b36-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren30.png	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren30.png	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:18	11664/11664	---M--	200	added ('OK')	image/png	etag:%22226eb4-2d90-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren31.png	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren31.png	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:18	12126/12126	---M--	200	added ('OK')	image/png	etag:%22226eb5-2f5e-59274089e3180%22	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren32.png	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren32.png	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:19	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:59:20%20GMT	https://codelayers.net/templates/biksy/images/bg-pattrens/pattren5.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/bg-pattrens/pattren5.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:19	995/995	---M--	200	added ('OK')	image/png	etag:%22226ffd-3e3-59274087fad00%22	https://codelayers.net/templates/biksy/images/scroll-top-arrow.png	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/scroll-top-arrow.png	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:20	134805/134805	---M--	200	added ('OK')	image/jpeg	etag:%22226e6d-20e95-59274087fad00%22	https://codelayers.net/templates/biksy/images/31.jpg	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/images/31.jpg	(from https://codelayers.net/templates/biksy/css/theme-default.css)
21:59:20	76204/76204	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22222b32-129ac-5927408612880%22	https://codelayers.net/templates/biksy/fonts/font-awesome/fonts/fontawesome-webfont.eot?v=4.6.2	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/fonts/font-awesome/fonts/fontawesome-webfont9efe.eot	(from https://codelayers.net/templates/biksy/fonts/font-awesome/css/font-awesome.min.css)
21:59:20	76204/76204	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22222b32-129ac-5927408612880%22	https://codelayers.net/templates/biksy/fonts/font-awesome/fonts/fontawesome-webfont.eot?	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/fonts/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://codelayers.net/templates/biksy/fonts/font-awesome/css/font-awesome.min.css)
21:59:21	71760/71760	---M--	200	added ('OK')	font/woff2	etag:%22222b36-11850-5927408612880%22	https://codelayers.net/templates/biksy/fonts/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.2	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/fonts/font-awesome/fonts/fontawesome-webfont9efe.woff2	(from https://codelayers.net/templates/biksy/fonts/font-awesome/css/font-awesome.min.css)
21:59:21	90144/90144	---M--	200	added ('OK')	font/woff	etag:%22222b35-16020-5927408612880%22	https://codelayers.net/templates/biksy/fonts/font-awesome/fonts/fontawesome-webfont.woff?v=4.6.2	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/fonts/font-awesome/fonts/fontawesome-webfont9efe.woff	(from https://codelayers.net/templates/biksy/fonts/font-awesome/css/font-awesome.min.css)
21:59:22	152364/152364	---M--	200	added ('OK')	font/ttf	etag:%22222b34-2532c-5927408612880%22	https://codelayers.net/templates/biksy/fonts/font-awesome/fonts/fontawesome-webfont.ttf?v=4.6.2	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/fonts/font-awesome/fonts/fontawesome-webfont9efe.ttf	(from https://codelayers.net/templates/biksy/fonts/font-awesome/css/font-awesome.min.css)
21:59:22	35514/35514	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22222b67-8aba-5927408612880%22	https://codelayers.net/templates/biksy/fonts/Simple-Line-Icons-Webfont/fonts/Simple-Line-Icons.eot	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/fonts/Simple-Line-Icons-Webfont/fonts/Simple-Line-Icons.eot	(from https://codelayers.net/templates/biksy/fonts/Simple-Line-Icons-Webfont/simple-line-icons.css)
21:59:22	35514/35514	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22222b67-8aba-5927408612880%22	https://codelayers.net/templates/biksy/fonts/Simple-Line-Icons-Webfont/fonts/Simple-Line-Icons.eot?	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/fonts/Simple-Line-Icons-Webfont/fonts/Simple-Line-Iconsd41d.eot	(from https://codelayers.net/templates/biksy/fonts/Simple-Line-Icons-Webfont/simple-line-icons.css)
21:59:23	35304/35304	---M--	200	added ('OK')	font/ttf	etag:%22222b69-89e8-5927408612880%22	https://codelayers.net/templates/biksy/fonts/Simple-Line-Icons-Webfont/fonts/Simple-Line-Icons.ttf	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/fonts/Simple-Line-Icons-Webfont/fonts/Simple-Line-Icons.ttf	(from https://codelayers.net/templates/biksy/fonts/Simple-Line-Icons-Webfont/simple-line-icons.css)
21:59:23	59324/59324	---M--	200	added ('OK')	font/woff	etag:%22222b6a-e7bc-5927408612880%22	https://codelayers.net/templates/biksy/fonts/Simple-Line-Icons-Webfont/fonts/Simple-Line-Icons.woff	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/fonts/Simple-Line-Icons-Webfont/fonts/Simple-Line-Icons.woff	(from https://codelayers.net/templates/biksy/fonts/Simple-Line-Icons-Webfont/simple-line-icons.css)
21:59:23	32694/32694	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22222b29-7fb6-5927408612880%22	https://codelayers.net/templates/biksy/fonts/et-line-font/fonts/et-line.eot	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/fonts/et-line-font/fonts/et-line.eot	(from https://codelayers.net/templates/biksy/fonts/et-line-font/et-line-font.css)
